;Name;Latitude;Longitude;Population;Timezone;same_name
184733;Port Royal;40.53341;-77.38554;922;East Coast;City without UK name
184734;Pottstown;40.24537;-75.64963;22664;East Coast;City without UK name
184735;Pringle;41.27814;-75.89714;969;East Coast;City without UK name
184736;Prospect;40.90451;-80.04645;1135;East Coast;City without UK name
184737;Sligo;41.10923;-79.49005;692;East Coast;City without UK name
184738;Smethport;41.81117;-78.44474;1595;East Coast;City without UK name
184739;Summerville;41.11618;-79.18671;519;East Coast;City without UK name
184740;Valley View;40.64592;-76.53913;1683;East Coast;City without UK name
184741;West Alexander;40.10507;-80.50785;604;East Coast;City without UK name
184742;Youngsville;41.85228;-79.31866;1665;East Coast;City without UK name
184747;Middlebury (village);44.01553;-73.16937;6588;East Coast;City without UK name
184748;Newfane;42.98564;-72.65593;114;East Coast;City without UK name
184749;Richford;44.99699;-72.67124;1361;East Coast;City without UK name
184750;Weston;43.29119;-72.79315;570;East Coast;City with UK name
184751;Wilder;43.67285;-72.3087;1690;East Coast;City without UK name
184767;Castleton;43.61062;-73.17983;1485;East Coast;City without UK name
184773;Bethel Island;38.01492;-121.64051;2137;West Coast;City without UK name
184774;Bonsall;33.28892;-117.22559;3982;West Coast;City with UK name
184775;Capitola;36.97523;-121.95329;10189;West Coast;City without UK name
184776;Carson;33.83141;-118.28202;93281;West Coast;City without UK name
184777;Chino Hills;33.9938;-117.75888;78309;West Coast;City without UK name
184778;Colusa;39.21433;-122.00942;5935;West Coast;City without UK name
184779;Cutler;36.52328;-119.28678;5000;West Coast;City without UK name
184780;Dos Palos;36.98606;-120.62657;5125;West Coast;City without UK name
184781;East La Mirada;33.92446;-117.98895;9757;West Coast;City without UK name
184782;El Segundo;33.91918;-118.41647;17037;West Coast;City without UK name
184783;Fontana;34.09223;-117.43505;208393;West Coast;City without UK name
184784;Fowler;36.63051;-119.67847;6266;West Coast;City without UK name
184785;Grand Terrace;34.0339;-117.31365;12464;West Coast;City without UK name
184786;Hayward;37.66882;-122.0808;158289;West Coast;City without UK name
184787;Hermosa Beach;33.86224;-118.39952;19860;West Coast;City without UK name
184788;Lenwood;34.87665;-117.10393;3543;West Coast;City without UK name
184789;Lodi;38.1302;-121.27245;64596;West Coast;City without UK name
184790;Los Olivos;34.66776;-120.11487;1132;West Coast;City without UK name
184791;Loyalton;39.67629;-120.24104;702;West Coast;City without UK name
184792;Millbrae;37.59855;-122.38719;22795;West Coast;City without UK name
184793;Mira Monte;34.43361;-119.28511;6854;West Coast;City without UK name
184794;Oasis;33.46586;-116.09889;6890;West Coast;City without UK name
184795;Oxnard;34.1975;-119.17705;207254;West Coast;City without UK name
184796;Palos Verdes Estates;33.80105;-118.39245;13682;West Coast;City without UK name
184797;Pedley;33.97529;-117.47588;12672;West Coast;City without UK name
184798;Perris;33.78252;-117.22865;74971;West Coast;City without UK name
184799;Pescadero;37.25494;-122.38136;643;West Coast;City without UK name
184800;Richgrove;35.79662;-119.10788;2882;West Coast;City without UK name
184801;Rio Linda;38.69101;-121.44857;15106;West Coast;City without UK name
184802;Riverbank;37.73604;-120.93549;24122;West Coast;City without UK name
184803;Rolling Hills;36.90328;-119.79765;742;West Coast;City without UK name
184804;Running Springs;34.20779;-117.1092;4862;West Coast;City without UK name
184805;San Bernardino;34.10834;-117.28977;216108;West Coast;City without UK name
184806;Santa Fe Springs;33.94724;-118.08535;18026;West Coast;City without UK name
184807;Searles Valley;35.76745;-117.40395;1739;West Coast;City without UK name
184808;Shandon;35.65525;-120.37543;1295;West Coast;City without UK name
184809;South Dos Palos;36.96439;-120.65324;1620;West Coast;City without UK name
184810;Strawberry;37.89687;-122.50886;5393;West Coast;City without UK name
184811;Val Verde;34.445;-118.65759;2468;West Coast;City without UK name
184812;Ventura;34.27834;-119.29317;96769;West Coast;City without UK name
184813;Walnut;34.02029;-117.86534;30237;West Coast;City without UK name
184814;West Covina;34.06862;-117.93895;108484;West Coast;City without UK name
184815;Yosemite Lakes;37.19106;-119.77265;4952;West Coast;City without UK name
184816;Yountville;38.40158;-122.36081;3017;West Coast;City without UK name
184848;Cedarville;41.52906;-120.17328;514;West Coast;City without UK name
184849;Cottonwood;40.38571;-122.28084;3316;West Coast;City without UK name
184850;Mountain Gate;40.71626;-122.33167;943;West Coast;City without UK name
184851;Smith River;41.92817;-124.14703;866;West Coast;City without UK name
184858;Bonners Ferry;48.69133;-116.31631;2549;West Coast;City without UK name
184861;Osburn;47.50604;-115.99933;1510;West Coast;City without UK name
184873;Eagle Point;42.47263;-122.80282;8902;West Coast;City without UK name
184874;Island City;45.34097;-118.04466;1005;West Coast;City without UK name
184875;Lincoln City;44.95816;-124.01789;8536;West Coast;City without UK name
184876;Lyons;44.77457;-122.61509;1187;West Coast;City without UK name
184877;Mount Vernon;44.41765;-119.11357;506;West Coast;City without UK name
184878;Philomath;44.54012;-123.3676;4599;West Coast;City without UK name
184879;Vernonia;45.85872;-123.19289;2143;West Coast;City without UK name
184887;Brinnon;47.67926;-122.89821;797;West Coast;City without UK name
184888;Buckley;47.16316;-122.02678;4550;West Coast;City with UK name
184889;Bucoda;46.79899;-122.86985;566;West Coast;City without UK name
184890;Burley;47.41787;-122.63097;2057;West Coast;City with UK name
184891;Fairwood;47.44843;-122.15734;19102;West Coast;City without UK name
184892;Granite Falls;47.89013;-120.21369;2868;West Coast;City without UK name
184893;Kalama;46.00767;-122.84436;2398;West Coast;City without UK name
184894;Mabton;46.21485;-119.99671;2302;West Coast;City without UK name
184895;Martha Lake;47.85093;-122.2393;15473;West Coast;City without UK name
184896;Mukilteo;47.94454;-122.30458;21226;West Coast;City without UK name
184897;Reardan;47.66961;-117.87773;554;West Coast;City without UK name
184898;Smokey Point;48.15232;-122.18264;1572;West Coast;City without UK name
184899;Tulalip Bay;48.03732;-122.31014;1609;West Coast;City without UK name
184900;Union;47.35509;-123.10099;631;West Coast;City without UK name
184901;Waller;47.20066;-122.36929;7922;West Coast;City without UK name
184902;Walnut Grove;45.66789;-122.59899;9790;West Coast;City without UK name
184915;Fort Bragg;35.139;-79.00603;29183;East Coast;City without UK name
184917;Gramercy Park;40.7375;-73.98611;27988;East Coast;City without UK name
184918;Tilton-Northfield;43.443;-71.59364;3075;East Coast;City without UK name
184919;Leith-Hatfield;39.87744;-79.73133;2546;East Coast;City without UK name
184921;Watts Mills;34.51641;-81.9858;1635;East Coast;City without UK name
184924;Lakeland South;47.27843;-122.28326;11574;West Coast;City without UK name
184925;North Lakeport;39.08831;-122.90538;3314;West Coast;City without UK name
184926;West Modesto;37.61754;-121.03914;5682;West Coast;City without UK name
184927;Tamalpais-Homestead Valley;37.87834;-122.53625;10735;West Coast;City without UK name
184928;Acalanes Ridge;37.90472;-122.07857;1137;West Coast;City without UK name
184931;Woodlake;37.42106;-77.67931;7319;East Coast;City without UK name
184935;Echo Park;34.07808;-118.26066;43832;West Coast;City without UK name
185264;Lenox;31.27158;-83.46488;852;East Coast;City without UK name
185265;Patterson;31.38744;-82.14012;751;East Coast;City without UK name
185266;Lugoff;34.22737;-80.68925;7434;East Coast;City without UK name
185293;Camden;39.11345;-75.54187;3505;East Coast;City without UK name
185294;Claymont;39.80067;-75.45964;8253;East Coast;City without UK name
185295;Dover;39.15817;-75.52437;37522;East Coast;City with UK name
185296;Belleair Bluffs;27.92141;-82.81705;2095;East Coast;City without UK name
185297;Boca Del Mar;26.34508;-80.14671;24244;East Coast;City without UK name
185298;Boca Raton;26.35869;-80.0831;93235;East Coast;City without UK name
185300;Bristol;30.43247;-84.97702;976;East Coast;City with UK name
185301;Broadview Park;26.09953;-80.20866;7125;East Coast;City without UK name
185302;Crystal Lake;28.03558;-81.90841;5514;East Coast;City without UK name
185303;Cudjoe Key;24.67153;-81.49842;1763;East Coast;City without UK name
185304;Cutler;25.6151;-80.31061;18117;East Coast;City without UK name
185305;Dover;27.99419;-82.21953;3702;East Coast;City with UK name
185306;Fussels Corner;28.05419;-81.86064;5561;East Coast;City without UK name
185307;Gifford;27.67531;-80.40922;9590;East Coast;City with UK name
185308;Greenville;30.46937;-83.63015;803;East Coast;City without UK name
185309;Harlem;26.73757;-80.9509;2658;East Coast;City without UK name
185311;Hypoluxo;26.56646;-80.05337;2719;East Coast;City without UK name
185312;Leesburg;28.81082;-81.87786;21993;East Coast;City without UK name
185313;Margate;26.24453;-80.20644;57234;East Coast;City with UK name
185314;Melbourne Village;28.08529;-80.66644;691;East Coast;City without UK name
185315;Merritt Island;28.53917;-80.672;34743;East Coast;City without UK name
185316;North Sarasota;27.37393;-82.51843;6982;East Coast;City without UK name
185317;Orange Park;30.16607;-81.70648;8702;East Coast;City without UK name
185318;Palm Beach Shores;26.77812;-80.0356;1208;East Coast;City without UK name
185319;Palmona Park;26.68646;-81.89648;1146;East Coast;City without UK name
185320;Saint Augustine;29.89469;-81.31452;12975;East Coast;City without UK name
185321;Silver Lake;28.84193;-81.79841;1879;East Coast;City without UK name
185322;South Miami;25.7076;-80.29338;12242;East Coast;City without UK name
185323;Starke;29.94413;-82.10983;5397;East Coast;City without UK name
185324;Tallahassee;30.43826;-84.28073;189907;East Coast;City without UK name
185325;Town 'n' Country;28.01057;-82.57732;78442;East Coast;City without UK name
185326;Valrico;27.93789;-82.23644;35545;East Coast;City without UK name
185327;Vamo;27.222;-82.49787;4727;East Coast;City without UK name
185328;Westview;25.88204;-80.24199;9650;East Coast;City without UK name
185329;Winter Garden;28.56528;-81.58618;40356;East Coast;City without UK name
185331;Brookhaven;33.85844;-84.3402;51910;East Coast;City without UK name
185332;Buena Vista;32.31904;-84.51714;2206;East Coast;City without UK name
185333;Byron;32.65376;-83.75963;5105;East Coast;City without UK name
185334;Carnesville;34.36983;-83.23516;580;East Coast;City without UK name
185335;Clermont;34.47788;-83.77351;922;East Coast;City without UK name
185336;Dudley;32.54239;-83.07043;570;East Coast;City with UK name
185337;Hagan;32.15603;-81.93373;967;East Coast;City without UK name
185338;LaFayette;34.7048;-85.2819;7173;East Coast;City without UK name
185339;Lincoln Park;32.86791;-84.33047;833;East Coast;City without UK name
185340;Lyons;32.20435;-82.32179;4375;East Coast;City without UK name
185341;North Decatur;33.79038;-84.30603;16698;East Coast;City without UK name
185342;Ray City;31.07464;-83.19932;1053;East Coast;City without UK name
185343;Rockmart;34.0026;-85.04161;4300;East Coast;City without UK name
185344;Rossville;34.98313;-85.28607;3997;East Coast;City without UK name
185345;Scottdale;33.78983;-84.26409;10631;East Coast;City without UK name
185346;Thomson;33.47069;-82.50457;6689;East Coast;City without UK name
185347;Willacoochee;31.34076;-83.04598;1393;East Coast;City without UK name
185371;Augusta;38.77174;-84.00576;1163;East Coast;City without UK name
186106;Clay City;37.85925;-83.91853;1095;East Coast;City without UK name
186107;Corbin;36.9487;-84.09688;7389;East Coast;City without UK name
186108;Covington;39.08367;-84.50855;40997;East Coast;City without UK name
186112;Jeffersonville;37.97369;-83.84186;1704;East Coast;City without UK name
186113;Ludlow;39.09256;-84.54744;4551;East Coast;City with UK name
186114;Meads;38.41258;-82.70905;288649;East Coast;City without UK name
186115;Muldraugh;37.93702;-85.99163;985;East Coast;City without UK name
186117;Olive Hill;38.30008;-83.17407;1599;East Coast;City without UK name
186119;Phelps;37.51288;-82.15013;893;East Coast;City without UK name
186120;Ravenna;37.68453;-83.95298;590;East Coast;City without UK name
186132;California;38.3004;-76.50745;11857;East Coast;City with UK name
186133;Cape Saint Claire;39.04317;-76.44496;8747;East Coast;City without UK name
186134;Charles Village;39.32316;-76.6133;8267;East Coast;City without UK name
186135;Chestertown;39.209;-76.06661;5093;East Coast;City without UK name
186136;Chevy Chase Section Five;38.98372;-77.07414;693;East Coast;City without UK name
186137;Colesville;39.07566;-77.00192;14647;East Coast;City without UK name
186138;Dunkirk;38.72178;-76.66052;2509;East Coast;City without UK name
186139;Edgewood;39.41872;-76.2944;25562;East Coast;City without UK name
186140;Fairplay;39.53649;-77.74749;580;East Coast;City without UK name
186141;Hughesville;38.53262;-76.78386;2197;East Coast;City without UK name
186142;Hyattsville;38.95594;-76.94553;18501;East Coast;City without UK name
186143;Loch Lynn Heights;39.39315;-79.3731;536;East Coast;City without UK name
186144;Mount Airy;39.37621;-77.1547;9380;East Coast;City without UK name
186145;North Beach;38.70734;-76.53107;2014;East Coast;City without UK name
186146;Olney;39.15316;-77.06692;33844;East Coast;City with UK name
186147;Pittsville;38.39539;-75.41297;1428;East Coast;City without UK name
186148;Pomfret;38.57734;-77.03053;517;East Coast;City without UK name
186149;Poolesville;39.14594;-77.41693;5201;East Coast;City without UK name
186150;Travilah;39.069;-77.26304;12159;East Coast;City without UK name
186151;Wheaton;39.03983;-77.05526;48284;East Coast;City without UK name
186152;White Marsh;39.38372;-76.43218;9513;East Coast;City without UK name
186182;Coats;35.40794;-78.67196;2408;East Coast;City without UK name
186183;Garysburg;36.45099;-77.55887;977;East Coast;City without UK name
186184;Green Level;36.12097;-79.34419;2160;East Coast;City without UK name
186185;Hays;36.24985;-81.11564;1851;East Coast;City without UK name
186186;Hillsdale;36.00514;-80.4395;984;East Coast;City without UK name
186187;Icard;35.72735;-81.47065;2664;East Coast;City without UK name
186188;Kure Beach;33.99684;-77.90721;2091;East Coast;City without UK name
186189;Matthews;35.11681;-80.72368;30678;East Coast;City without UK name
186190;Maysville;34.90488;-77.23134;1004;East Coast;City without UK name
186191;Stony Point;35.86347;-81.0473;1317;East Coast;City without UK name
186192;Taylorsville;35.9218;-81.17647;2078;East Coast;City without UK name
186193;Wilkesboro;36.14596;-81.16064;3531;East Coast;City without UK name
186194;Yanceyville;36.40403;-79.33613;2004;East Coast;City without UK name
186195;Audubon;39.89095;-75.07295;8730;East Coast;City without UK name
186196;Barnegat;39.75318;-74.22292;2817;East Coast;City without UK name
186197;Cape May Court House;39.08261;-74.82378;5338;East Coast;City without UK name
186198;Northfield;39.37039;-74.55015;8521;East Coast;City without UK name
186199;Andersonville;39.42784;-83.00963;779;East Coast;City without UK name
186200;Arlington Heights;39.21506;-84.4555;740;East Coast;City without UK name
186201;Ashville;39.71562;-82.95296;4190;East Coast;City without UK name
186202;Evendale;39.25617;-84.418;2767;East Coast;City without UK name
186203;Fairfield Beach;39.9159;-82.47516;1292;East Coast;City without UK name
186204;Forest Park;39.29034;-84.50411;18676;East Coast;City without UK name
186205;Goshen;39.23339;-84.16132;11644;East Coast;City without UK name
186206;Lisbon;39.86089;-83.6352;2845;East Coast;City without UK name
186207;Logan Elm Village;39.56978;-82.95185;1118;East Coast;City without UK name
186208;Lynchburg;39.24173;-83.79131;1487;East Coast;City without UK name
186209;Mack;39.15811;-84.64967;11585;East Coast;City without UK name
186210;Miami Heights;39.16506;-84.7205;4731;East Coast;City without UK name
186211;Mulberry;39.19339;-84.24216;3323;East Coast;City without UK name
186212;New Haven;39.27561;-84.74078;583;East Coast;City without UK name
186213;Pleasantville;39.80979;-82.5221;958;East Coast;City without UK name
186214;Somerset;39.80701;-82.29709;1464;East Coast;City without UK name
186215;Washington Court House;39.53645;-83.43908;14019;East Coast;City without UK name
186216;West Carrollton City;39.67228;-84.25216;13297;East Coast;City without UK name
186217;Withamsville;39.06228;-84.28827;7021;East Coast;City without UK name
186233;Chambersburg;39.93759;-77.6611;20691;East Coast;City without UK name
186234;Coatesville;39.98316;-75.82384;13148;East Coast;City without UK name
186235;Dry Tavern;39.93924;-80.01228;697;East Coast;City without UK name
186236;Jacobus;39.88316;-76.71052;1848;East Coast;City without UK name
186237;Marcus Hook;39.81928;-75.41853;2397;East Coast;City without UK name
186238;Red Lion;39.90093;-76.6058;6321;East Coast;City without UK name
186239;Upland;39.85261;-75.38269;3251;East Coast;City without UK name
186240;Arcadia Lakes;34.05377;-80.9612;869;East Coast;City without UK name
186241;Brookdale;33.50682;-80.82342;4873;East Coast;City without UK name
186242;Charleston;32.77657;-79.93092;132609;East Coast;City without UK name
186243;Golden Grove;34.73401;-82.44374;2467;East Coast;City without UK name
186244;Hardeeville;32.28714;-81.08067;5301;East Coast;City without UK name
186245;Murphys Estates;33.60125;-81.94428;1441;East Coast;City without UK name
186246;Ridge Spring;33.84542;-81.66177;746;East Coast;City without UK name
186247;Turbeville;33.89072;-80.01841;804;East Coast;City without UK name
186249;Athens;35.44285;-84.59299;13688;East Coast;City without UK name
186251;Blountville;36.53316;-82.32681;3074;East Coast;City without UK name
186254;Eagleton Village;35.79508;-83.93185;5052;East Coast;City without UK name
186255;Englewood;35.42452;-84.48743;1529;East Coast;City without UK name
186256;Friendsville;35.76036;-84.13575;920;East Coast;City without UK name
186257;Greenback;35.66119;-84.17214;1110;East Coast;City without UK name
186258;Greeneville;36.16316;-82.83099;15094;East Coast;City without UK name
186259;Jellico;36.58786;-84.12687;2262;East Coast;City without UK name
186262;Mount Carmel;36.54538;-82.66099;5425;East Coast;City without UK name
186302;Cloverdale;37.36514;-79.9056;3119;East Coast;City without UK name
186303;Colonial Beach;38.25457;-76.96358;3580;East Coast;City without UK name
186304;Crewe;37.17321;-78.12333;2241;East Coast;City with UK name
186305;Culpeper;38.47318;-77.99666;17557;East Coast;City without UK name
186306;Esmont;37.83125;-78.60724;528;East Coast;City without UK name
186307;Floyd;36.91124;-80.32005;439;East Coast;City without UK name
186308;Fort Chiswell;36.94706;-80.94147;939;East Coast;City without UK name
186309;Harriston;38.21735;-78.83225;909;East Coast;City without UK name
186310;Hollymead;38.11708;-78.44168;7690;East Coast;City without UK name
186311;Kenbridge;36.96209;-78.125;1227;East Coast;City without UK name
186312;Merrimac;38.45263;-78.07861;1785;East Coast;City without UK name
186313;Mount Hermon;36.67847;-79.42225;3966;East Coast;City without UK name
186314;Potomac Mills;38.64595;-77.29415;5614;East Coast;City without UK name
186315;Rose Hill;36.67175;-83.36741;799;East Coast;City without UK name
186316;Shenandoah Shores;38.96039;-78.14305;934;East Coast;City without UK name
186317;Union Hall;37.01875;-79.68642;1138;East Coast;City without UK name
186318;Vienna;38.90122;-77.26526;16522;East Coast;City without UK name
186319;Weber City;37.75514;-78.28389;1276;East Coast;City without UK name
186320;West Lynchburg;37.4032;-79.17808;65517;East Coast;City without UK name
186321;Cedar Grove;38.22121;-81.42789;952;East Coast;City without UK name
186322;Cowen;38.40955;-80.55787;505;East Coast;City without UK name
186323;East Dailey;38.78039;-79.8909;557;East Coast;City without UK name
186324;Fairlea;37.78068;-80.45702;1747;East Coast;City without UK name
186325;Gilbert Creek;37.57594;-81.89484;1090;East Coast;City without UK name
186326;Hometown;38.53287;-81.86124;668;East Coast;City without UK name
186327;Lesage;38.50647;-82.29848;1358;East Coast;City without UK name
186328;Mallory;37.73066;-81.8379;1654;East Coast;City without UK name
186329;Mill Creek;38.7315;-79.97007;706;East Coast;City without UK name
186330;Nutter Fort;39.26342;-80.31981;1575;East Coast;City without UK name
186331;Piney View;37.83623;-81.13482;989;East Coast;City without UK name
186332;Ridgeley;39.64148;-78.77446;643;East Coast;City without UK name
186334;West Milford;39.20092;-80.40426;619;East Coast;City without UK name
186337;Derby;41.32065;-73.089;12700;East Coast;City with UK name
186338;East Brooklyn;41.79677;-71.89729;1638;East Coast;City without UK name
186339;Greenwich;41.02649;-73.62846;12942;East Coast;City without UK name
186379;Acushnet;41.68066;-70.90782;10850;East Coast;City without UK name
186380;Attleboro;41.94454;-71.28561;44284;East Coast;City without UK name
186381;Carlisle;42.52926;-71.3495;4799;East Coast;City with UK name
186382;Forestdale;41.69177;-70.49947;4099;East Coast;City without UK name
186383;Halifax;41.99121;-70.86199;7631;East Coast;City with UK name
186384;Marshfield Hills;42.14594;-70.73976;2356;East Coast;City without UK name
186385;Mashpee Neck;41.61011;-70.46475;1000;East Coast;City without UK name
186386;North Adams;42.70092;-73.10871;13263;East Coast;City without UK name
186387;North Chicopee;42.18343;-72.59953;55179;East Coast;City without UK name
186388;Norwell;42.16177;-70.79393;10581;East Coast;City without UK name
186389;Richmond;42.37314;-73.36761;1632;East Coast;City with UK name
186390;Rochester;41.73177;-70.82004;4661;East Coast;City with UK name
186391;Salisbury;42.84176;-70.86061;4869;East Coast;City with UK name
186392;West Brookfield;42.23537;-72.14119;1413;East Coast;City without UK name
186393;West Tisbury;41.38122;-70.67447;2510;East Coast;City without UK name
186394;Bingham;45.05867;-69.88228;758;East Coast;City with UK name
186395;Cape Neddick;43.1937;-70.62089;2568;East Coast;City without UK name
186396;Hartland;44.88339;-69.44755;813;East Coast;City with UK name
186397;Kenduskeag;44.91951;-68.9317;1217;East Coast;City without UK name
186398;Linneus;46.03867;-67.96002;927;East Coast;City without UK name
186399;Mechanic Falls;44.11174;-70.39172;2237;East Coast;City without UK name
186400;Minot;44.08563;-70.32006;2337;East Coast;City without UK name
186401;Randolph;44.23035;-69.76671;1772;East Coast;City without UK name
186402;Waldo;44.51257;-69.07615;762;East Coast;City without UK name
186452;Auburn;43.00453;-71.3484;5089;East Coast;City without UK name
186453;Danville;42.91259;-71.1245;4537;East Coast;City without UK name
186454;Dover;43.19786;-70.87367;30880;East Coast;City with UK name
186455;Effingham;43.76119;-70.99645;1356;East Coast;City without UK name
186456;Langdon;43.16702;-72.37953;624;East Coast;City without UK name
186457;New Boston;42.97619;-71.69396;4934;East Coast;City without UK name
186458;Troy;42.82397;-72.18119;1221;East Coast;City without UK name
186459;Beverly;40.06539;-74.91906;2559;East Coast;City without UK name
186460;Garfield;40.88149;-74.1132;31802;East Coast;City without UK name
186461;Glen Gardner;40.69677;-74.94072;1663;East Coast;City without UK name
186462;Lebanon;40.64177;-74.836;1671;East Coast;City without UK name
186463;New Milford;40.9351;-74.01903;16801;East Coast;City without UK name
186464;Pleasant Plains;40.44788;-74.55793;922;East Coast;City without UK name
186465;Port Monmouth;40.43011;-74.09847;3818;East Coast;City without UK name
186466;Prospect Park;40.93704;-74.17431;5953;East Coast;City without UK name
186467;Saddle Brook;40.89899;-74.09264;13130;East Coast;City without UK name
186468;Sea Girt;40.13206;-74.03458;1811;East Coast;City without UK name
197828;Bloomingdale;38.91678;-77.01137;4980;East Coast;City without UK name
197829;Delaware City;39.57789;-75.58881;1741;East Coast;City without UK name
197830;Edgemoor;39.75011;-75.49964;5677;East Coast;City without UK name
197831;Bokeelia;26.70563;-82.15898;1780;East Coast;City without UK name
197832;Bunnell;29.46609;-81.25784;2828;East Coast;City without UK name
197833;Butler Beach;29.7983;-81.26701;4951;East Coast;City without UK name
197834;Callahan;30.56218;-81.83066;1185;East Coast;City without UK name
197835;Eatonville;28.61472;-81.38062;2271;East Coast;City without UK name
197836;Elfers;28.21668;-82.72232;13986;East Coast;City without UK name
197837;Harbour Heights;26.99089;-82.00231;2987;East Coast;City without UK name
197838;Hernando;28.89998;-82.37454;9054;East Coast;City without UK name
197839;Jasper;30.51827;-82.94819;4155;East Coast;City without UK name
197840;Jennings;30.6041;-83.09792;870;East Coast;City without UK name
197841;Kathleen;28.12085;-82.02314;6332;East Coast;City without UK name
197842;Lake Helen;28.98082;-81.23339;2687;East Coast;City without UK name
197843;Lecanto;28.85165;-82.4876;5882;East Coast;City without UK name
197844;Midway;28.79027;-81.2309;1705;East Coast;City without UK name
197846;New Smyrna Beach;29.02582;-80.927;24298;East Coast;City without UK name
197847;Nokomis;27.11922;-82.44426;3167;East Coast;City without UK name
197848;Parkland;26.31008;-80.23727;30177;East Coast;City without UK name
197849;Penney Farms;29.97969;-81.81037;815;East Coast;City without UK name
197850;Pine Island Ridge;26.09481;-80.27394;5218;East Coast;City without UK name
197851;Pompano Beach Highlands;26.28286;-80.10699;7192;East Coast;City without UK name
197852;River Park;27.31421;-80.34727;5222;East Coast;City without UK name
197853;Sawgrass;30.19274;-81.37064;4880;East Coast;City without UK name
197854;Schall Circle;26.71562;-80.11504;1117;East Coast;City without UK name
197855;Tamarac;26.21286;-80.24977;64681;East Coast;City without UK name
197857;Wellington;26.65868;-80.24144;62560;East Coast;City with UK name
197858;West Gate;26.70257;-80.0981;7975;East Coast;City without UK name
197859;West Little River;25.85704;-80.23699;34699;East Coast;City without UK name
197861;Yankeetown;29.02997;-82.71594;501;East Coast;City without UK name
197862;Cadwell;32.33962;-83.04209;530;East Coast;City without UK name
197863;Chester;32.39378;-83.15293;1568;East Coast;City with UK name
197864;Dunwoody;33.94621;-84.33465;48733;East Coast;City without UK name
197865;Flemington;31.85965;-81.564;718;East Coast;City without UK name
197866;Grantville;33.23484;-84.83577;3183;East Coast;City without UK name
197867;Lakeland;31.04104;-83.07515;3322;East Coast;City without UK name
197868;McCaysville;34.98619;-84.37131;1083;East Coast;City without UK name
197869;Sparta;33.2757;-82.97626;1293;East Coast;City without UK name
197870;Twin City;32.58294;-82.15512;1674;East Coast;City without UK name
197871;Vienna;32.09156;-83.79545;3777;East Coast;City without UK name
197872;Wilmington Island;32.00355;-80.97372;15138;East Coast;City without UK name
197873;Yonah;34.64121;-83.75351;507;East Coast;City without UK name
197874;Zebulon;33.10235;-84.3427;1153;East Coast;City without UK name
197908;Auxier;37.73704;-82.75821;669;East Coast;City without UK name
197909;Bardstown;37.80923;-85.4669;13091;East Coast;City without UK name
197911;Stanhope;40.90288;-74.70905;3410;East Coast;City with UK name
197912;Addison;42.10285;-77.23359;1716;East Coast;City without UK name
197913;Amherst;42.97839;-78.79976;122366;East Coast;City without UK name
197914;Ballston Lake;42.91174;-73.86818;9776;East Coast;City without UK name
197915;Bellmore;40.66871;-73.52707;16218;East Coast;City without UK name
197916;Brentwood;40.78121;-73.24623;60664;East Coast;City with UK name
197917;Buchanan;41.26204;-73.93819;2268;East Coast;City without UK name
197918;Canarsie;40.64372;-73.90069;87366;East Coast;City without UK name
197919;Chateaugay;44.92643;-74.07961;820;East Coast;City without UK name
197920;Clarence;42.97673;-78.59197;2646;East Coast;City without UK name
197921;Columbus;42.68396;-75.37267;947;East Coast;City without UK name
197922;Corfu;42.96006;-78.40558;695;East Coast;City without UK name
197923;Harrisville;44.15201;-75.32103;622;East Coast;City without UK name
197924;Haviland;41.76676;-73.90152;3634;East Coast;City without UK name
197925;Heuvelton;44.61812;-75.40716;729;East Coast;City without UK name
197926;Hillburn;41.12398;-74.16931;982;East Coast;City without UK name
197927;Kerhonkson;41.77482;-74.29821;1684;East Coast;City without UK name
197928;Kiantone;42.022;-79.1981;1332;East Coast;City without UK name
197929;Kirkville;43.07507;-75.95186;4685;East Coast;City without UK name
197930;Lime Lake;42.43451;-78.47974;867;East Coast;City without UK name
197931;Malone;44.84866;-74.2949;5756;East Coast;City without UK name
197932;Maspeth;40.72316;-73.91264;48325;East Coast;City without UK name
197933;Mount Kisco;41.20426;-73.72708;11145;East Coast;City without UK name
197934;Muttontown;40.82399;-73.54763;3670;East Coast;City without UK name
197935;Napanoch;41.74398;-74.37154;1174;East Coast;City without UK name
197936;New City;41.1476;-73.98931;33559;East Coast;City without UK name
197937;Northville;40.9701;-72.61898;1340;East Coast;City without UK name
197938;Peekskill;41.29009;-73.92042;24043;East Coast;City without UK name
197939;Plainedge;40.71732;-73.48374;8817;East Coast;City without UK name
197940;Purchase;41.04093;-73.71457;4660;East Coast;City without UK name
197941;Rotterdam;42.78702;-73.97096;20652;East Coast;City without UK name
197942;Schenevus;42.54897;-74.82099;551;East Coast;City without UK name
197943;Schroon Lake;43.83867;-73.76096;833;East Coast;City without UK name
197944;Scotts Corners;41.18926;-73.55068;711;East Coast;City without UK name
197945;Sharon Springs;42.79591;-74.61709;528;East Coast;City without UK name
197946;Star Lake;44.15978;-75.03158;809;East Coast;City without UK name
197947;Sunnyside;40.73982;-73.93542;49833;East Coast;City without UK name
197948;Trumansburg;42.54229;-76.66606;1828;East Coast;City without UK name
197949;Upper Brookville;40.83871;-73.56513;1753;East Coast;City without UK name
197950;Washington Heights;40.8501;-73.93541;152613;East Coast;City without UK name
197951;Wawarsing;41.75898;-74.35738;12925;East Coast;City without UK name
